Provinsi,Kabupaten,Kecamatan,Urea Tunggal (kg/ha),SP-36 (kg/ha),KCl (kg/ha),NPK 15-10-12 (kg/ha),Urea Majemuk (kg/ha)
JAWA BARAT,INDRAMAYU,JUNTINYUAT,350,50,50,250,275
JAWA BARAT,INDRAMAYU,SLIYEG,350,50,50,250,275
JAWA BARAT,INDRAMAYU,JATIBARANG,350,50,50,250,275
JAWA BARAT,INDRAMAYU,BALONGAN,350,50,50,250,275
JAWA BARAT,INDRAMAYU,INDRAMAYU,350,50,50,250,275
JAWA BARAT,INDRAMAYU,SINDANG,350,50,50,250,275
JAWA BARAT,INDRAMAYU,CANTIGI,350,50,50,250,275
JAWA BARAT,INDRAMAYU,PASEKAN,350,50,50,250,275
JAWA BARAT,INDRAMAYU,LOHBENER,350,50,50,250,275
JAWA BARAT,INDRAMAYU,ARAHAN,350,50,50,250,275
JAWA BARAT,INDRAMAYU,LOSARANG,350,50,50,250,275
JAWA BARAT,INDRAMAYU,KANDANGHAUR,300,50,50,250,225
JAWA BARAT,INDRAMAYU,BONGAS,350,50,50,250,275
JAWA BARAT,INDRAMAYU,ANJATAN,350,50,50,250,275
JAWA BARAT,INDRAMAYU,SUKRA,350,50,50,250,275
JAWA BARAT,INDRAMAYU,PATROL,350,50,50,250,275
JAWA BARAT,SUBANG,SAGALAHERANG,350,50,50,250,275
JAWA BARAT,SUBANG,SERANGPANJANG,350,50,50,250,275
JAWA BARAT,SUBANG,JALANCAGAK,350,50,50,250,275
JAWA BARAT,SUBANG,CIATER,350,50,50,250,275
JAWA BARAT,SUBANG,CISALAK,350,50,50,250,275
JAWA BARAT,SUBANG,KASOMALANG,350,50,50,250,275
JAWA BARAT,SUBANG,TANJUNGSIANG,350,50,50,250,275
JAWA BARAT,SUBANG,CIJAMBE,350,50,50,250,275
JAWA BARAT,SUBANG,CIBOGO,350,50,100,250,275
JAWA BARAT,SUBANG,SUBANG,300,50,100,250,225
JAWA BARAT,SUBANG,KALIJATI,350,50,50,250,275
JAWA BARAT,SUBANG,DAWUAN,350,50,100,250,275
JAWA BARAT,SUBANG,CIPEUNDEUY,350,50,100,250,275
JAWA BARAT,SUBANG,PABUARAN,350,50,100,250,275
JAWA BARAT,SUBANG,PATOKBEUSI,350,50,50,250,275
JAWA BARAT,SUBANG,PURWADADI,350,50,50,250,275
JAWA BARAT,SUBANG,CIKAUM,350,50,50,250,275
JAWA BARAT,SUBANG,PAGADEN,350,50,100,250,275
JAWA BARAT,SUBANG,PAGADEN BARAT,350,50,100,250,275
JAWA BARAT,SUBANG,CIPUNAGARA,350,50,100,250,275
JAWA BARAT,SUBANG,COMPRENG,350,50,50,250,275
JAWA BARAT,SUBANG,BINONG,350,50,50,250,275
JAWA BARAT,SUBANG,TAMBAKDAHAN,350,50,50,250,275
JAWA BARAT,SUBANG,CIASEM,350,50,50,250,275
JAWA BARAT,SUBANG,PAMANUKAN,350,50,50,250,275
JAWA BARAT,SUBANG,SUKASARI,350,50,50,250,275
JAWA BARAT,SUBANG,PUSAKANAGARA,350,50,50,250,275
JAWA BARAT,SUBANG,PUSAKAJAYA,350,50,50,250,275
JAWA BARAT,SUBANG,LEGONKULON,350,50,50,250,275
JAWA BARAT,SUBANG,BLANAKAN,350,50,50,250,275
JAWA BARAT,PURWAKARTA,JATILUHUR,350,50,50,250,275
JAWA BARAT,PURWAKARTA,SUKASARI,350,50,50,250,275
JAWA BARAT,PURWAKARTA,MANIIS,350,50,50,250,275
JAWA BARAT,PURWAKARTA,TEGALWARU,350,50,50,250,275
JAWA BARAT,PURWAKARTA,PLERED,350,50,50,250,275
JAWA BARAT,PURWAKARTA,SUKATANI,350,50,50,250,275
JAWA BARAT,PURWAKARTA,DARANGDAN,350,50,50,250,275
JAWA BARAT,PURWAKARTA,BOJONG,350,50,50,250,275
JAWA BARAT,PURWAKARTA,WANAYASA,350,50,50,250,275
JAWA BARAT,PURWAKARTA,KIARAPEDES,350,50,100,250,275
JAWA BARAT,PURWAKARTA,PASAWAHAN,350,50,50,250,275
JAWA BARAT,PURWAKARTA,PONDOKSALAM,350,50,50,250,275
JAWA BARAT,PURWAKARTA,PURWAKARTA,350,50,50,250,275
JAWA BARAT,PURWAKARTA,BABAKANCIKAO,350,75,50,300,250
JAWA BARAT,PURWAKARTA,CAMPAKA,350,50,100,250,275
JAWA BARAT,PURWAKARTA,CIBATU,350,50,100,250,275
JAWA BARAT,PURWAKARTA,BUNGURSARI,350,50,100,250,275
JAWA BARAT,KARAWANG,PANGKALAN,350,50,50,250,275
JAWA BARAT,KARAWANG,TEGALWARU,350,50,50,250,275
JAWA BARAT,KARAWANG,CIAMPEL,300,75,50,300,200
JAWA BARAT,KARAWANG,TELUKJAMBE TIMUR,350,50,50,250,275
JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,350,50,50,250,275
JAWA BARAT,KARAWANG,KLARI,350,75,50,300,250
JAWA BARAT,KARAWANG,CIKAMPEK,350,50,50,250,275
JAWA BARAT,KARAWANG,PURWASARI,350,50,50,250,275
JAWA BARAT,KARAWANG,TIRTAMULYA,350,50,50,250,275
JAWA BARAT,KARAWANG,JATISARI,350,50,50,250,275
JAWA BARAT,KARAWANG,BANYUSARI,350,50,50,250,275
JAWA BARAT,KARAWANG,KOTABARU,350,50,50,250,275
JAWA BARAT,KARAWANG,CILAMAYA WETAN,350,50,50,250,275
JAWA BARAT,KARAWANG,CILAMAYA KULON,350,50,50,250,275
JAWA BARAT,KARAWANG,LEMAHABANG,350,50,50,250,275
JAWA BARAT,KARAWANG,TALAGASARI,350,50,50,250,275
JAWA BARAT,KARAWANG,MAJALAYA,350,50,100,250,275
JAWA BARAT,KARAWANG,KARAWANG TIMUR,350,50,50,250,275
JAWA BARAT,KARAWANG,KARAWANG BARAT,350,50,100,250,275
JAWA BARAT,KARAWANG,RAWAMERTA,350,50,50,250,275
JAWA BARAT,KARAWANG,TEMPURAN,350,50,50,250,275
JAWA BARAT,KARAWANG,KUTAWALUYA,350,50,50,250,275
JAWA BARAT,KARAWANG,RENGASDENGKLOK,350,50,50,250,275
JAWA BARAT,KARAWANG,JAYAKERTA,350,50,50,250,275
JAWA BARAT,KARAWANG,PEDES,350,50,50,250,275
JAWA BARAT,KARAWANG,CILEBAR,350,50,50,250,275
JAWA BARAT,KARAWANG,CIBUAYA,350,50,50,250,275
JAWA BARAT,KARAWANG,TIRTAJAYA,350,50,50,250,275
JAWA BARAT,KARAWANG,BATUJAYA,350,75,50,300,250
JAWA BARAT,KARAWANG,PAKISJAYA,350,50,50,250,275
JAWA BARAT,BEKASI,BABELAN,350,50,50,250,275
JAWA BARAT,BEKASI,BOJONGMANGU,350,50,50,250,275
JAWA BARAT,BEKASI,CABANGBUNGIN,350,50,50,250,275
JAWA BARAT,BEKASI,CIBARUSAH,350,50,50,250,275
JAWA BARAT,BEKASI,CIBITUNG,350,50,50,250,275
JAWA BARAT,BEKASI,CIKARANG BARAT,350,50,50,250,275
JAWA BARAT,BEKASI,CIKARANG PUSAT,350,50,50,250,275
JAWA BARAT,BEKASI,CIKARANG SELATAN,350,50,50,250,275
JAWA BARAT,BEKASI,CIKARANG TIMUR,350,50,50,250,275
JAWA BARAT,BEKASI,CIKARANG UTARA,350,50,50,250,275
JAWA BARAT,BEKASI,KARANGBAHAGIA,350,50,50,250,275
JAWA BARAT,BEKASI,KEDUNGWARINGIN,350,50,50,250,275
JAWA BARAT,BEKASI,MUARAGEMBONG,350,50,50,250,275
JAWA BARAT,BEKASI,PEBAYURAN,350,50,50,250,275
JAWA BARAT,BEKASI,SERANG BARU,350,50,50,250,275
JAWA BARAT,BEKASI,SETU,350,50,50,250,275
JAWA BARAT,BEKASI,SUKAKARYA,350,50,50,250,275
JAWA BARAT,BEKASI,SUKATANI,350,50,50,250,275
JAWA BARAT,BEKASI,SUKAWANGI,350,50,50,250,275
JAWA BARAT,BEKASI,TAMBELANG,350,50,50,250,275
JAWA BARAT,BEKASI,TAMBUN SELATAN,350,50,50,250,275
JAWA BARAT,BEKASI,TAMBUN UTARA,350,50,50,250,275
JAWA BARAT,BEKASI,TARUMAJAYA,350,50,50,250,275
JAWA BARAT,BANDUNG BARAT,RONGGA,350,50,50,250,275
JAWA BARAT,BANDUNG BARAT,GUNUNGHALU,350,50,50,250,275
JAWA BARAT,BANDUNG BARAT,SINDANGKERTA,350,50,50,250,275
JAWA BARAT,BANDUNG BARAT,CILILIN,350,50,50,250,275
JAWA BARAT,BANDUNG BARAT,CIHAMPELAS,350,50,100,250,275
JAWA BARAT,BANDUNG BARAT,CIPONGKOR,350,50,50,250,275
JAWA BARAT,BANDUNG BARAT,BATUJAJAR,350,75,100,300,250
JAWA BARAT,BANDUNG BARAT,SAGULING,350,50,50,250,275
JAWA BARAT,BANDUNG BARAT,CIPATAT,350,50,50,250,275
JAWA BARAT,BANDUNG BARAT,PADALARANG,350,50,50,250,275
JAWA BARAT,BANDUNG BARAT,NGAMPRAH,350,50,50,250,275
JAWA BARAT,BANDUNG BARAT,PARONGPONG,350,50,50,250,275
JAWA BARAT,BANDUNG BARAT,LEMBANG,300,50,50,250,225
JAWA BARAT,BANDUNG BARAT,CISARUA,350,50,50,250,275
JAWA BARAT,BANDUNG BARAT,CIKALONG WETAN,350,50,50,250,275
JAWA BARAT,BANDUNG BARAT,CIPEUNDEUY,350,50,100,250,275
JAWA BARAT,PANGANDARAN,CIMERAK,300,50,50,250,225
JAWA BARAT,PANGANDARAN,CIJULANG,300,50,50,250,225
JAWA BARAT,PANGANDARAN,CIGUGUR,300,50,50,250,225
JAWA BARAT,PANGANDARAN,LANGKAPLANCAR,300,50,50,250,225
JAWA BARAT,PANGANDARAN,PARIGI,300,50,50,250,225
JAWA BARAT,PANGANDARAN,SIDAMULIH,300,50,50,250,225
JAWA BARAT,PANGANDARAN,PANGANDARAN,300,50,100,250,225
JAWA BARAT,PANGANDARAN,KALIPUCANG,300,50,50,250,225
JAWA BARAT,PANGANDARAN,PADAHERANG,350,50,50,250,275
JAWA BARAT,PANGANDARAN,MANGUNJAYA,350,50,50,250,275
JAWA BARAT,KOTA BOGOR,BOGOR SELATAN,350,50,50,250,275
JAWA BARAT,KOTA BOGOR,BOGOR TIMUR,350,50,50,250,275
JAWA BARAT,KOTA BOGOR,BOGOR UTARA,350,50,50,250,275
JAWA BARAT,KOTA BOGOR,BOGOR TENGAH,350,50,50,250,275
JAWA BARAT,KOTA BOGOR,BOGOR BARAT,350,50,50,250,275
JAWA BARAT,KOTA BOGOR,TANAH SEREAL,350,50,50,250,275
JAWA BARAT,KOTA SUKABUMI,BAROS,350,50,50,250,275
JAWA BARAT,KOTA SUKABUMI,LEMBURSITU,350,50,50,250,275
JAWA BARAT,KOTA SUKABUMI,CIBEUREUM,350,50,50,250,275
JAWA BARAT,KOTA SUKABUMI,CITAMIANG,350,50,50,250,275
JAWA BARAT,KOTA SUKABUMI,WARUDOYONG,350,50,50,250,275
JAWA BARAT,KOTA SUKABUMI,GUNUNG PUYUH,350,50,50,250,275
JAWA BARAT,KOTA SUKABUMI,CIKOLE,350,50,50,250,275
JAWA BARAT,KOTA BANDUNG,BANDUNG KULON,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,BABAKAN CIPARAY,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,BOJONGLOA KALER,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,BOJONGLOA KIDUL,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,ASTANAANYAR,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,REGOL,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,LENGKONG,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,BANDUNG KIDUL,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,BUAH BATU,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,RANCASARI,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,GEDEBAGE,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,CIBIRU,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,PANYILEUKAN,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,UJUNGBERUNG,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,CINAMBO,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,ARCAMANIK,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,ANTAPANI,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,MANDALAJATI,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,KIARACONDONG,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,BATUNUNGGAL,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,SUMUR BANDUNG,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,ANDIR,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,CICENDO,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,BANDUNG WETAN,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,CIBEUNYING KIDUL,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,CIBEUNYING KALER,350,50,100,250,275
JAWA BARAT,KOTA BANDUNG,COBLONG,350,50,50,250,275
JAWA BARAT,KOTA BANDUNG,SUKAJADI,350,50,50,250,275
JAWA BARAT,KOTA BANDUNG,SUKASARI,350,50,50,250,275
JAWA BARAT,KOTA BANDUNG,CIDADAP,350,50,50,250,275
JAWA BARAT,KOTA CIREBON,HARJAMUKTI,300,50,50,250,225
JAWA BARAT,KOTA CIREBON,LEMAHWUNGKUK,300,50,50,250,225
JAWA BARAT,KOTA CIREBON,PEKALIPAN,300,50,50,250,225
JAWA BARAT,KOTA CIREBON,KESAMBI,300,50,50,250,225
JAWA BARAT,KOTA CIREBON,KEJAKSAN,300,75,50,300,200
JAWA BARAT,KOTA BEKASI,BANTARGEBANG,350,50,50,250,275
JAWA BARAT,KOTA BEKASI,BEKASI BARAT,350,50,50,250,275
JAWA BARAT,KOTA BEKASI,BEKASI SELATAN,350,50,50,250,275
JAWA BARAT,KOTA BEKASI,BEKASI TIMUR,350,50,50,250,275
JAWA BARAT,KOTA BEKASI,BEKASI UTARA,350,50,50,250,275
JAWA BARAT,KOTA BEKASI,JATIASIH,350,50,50,250,275
JAWA BARAT,KOTA BEKASI,JATISAMPURNA,350,50,50,250,275
JAWA BARAT,KOTA BEKASI,MEDAN SATRIA,350,50,50,250,275
JAWA BARAT,KOTA BEKASI,MUSTIKAJAYA,350,50,100,250,275
JAWA BARAT,KOTA BEKASI,PONDOKGEDE,350,50,100,250,275
JAWA BARAT,KOTA BEKASI,PONDOKMELATI,350,50,100,250,275
JAWA BARAT,KOTA BEKASI,RAWALUMBU,350,50,100,250,275
JAWA BARAT,KOTA DEPOK,SAWANGAN,350,50,50,250,275
JAWA BARAT,KOTA DEPOK,BOJONGSARI,350,75,50,300,250
JAWA BARAT,KOTA DEPOK,PANCORAN MAS,350,75,50,300,250
JAWA BARAT,KOTA DEPOK,CIPAYUNG,350,50,50,250,275
JAWA BARAT,KOTA DEPOK,SUKMA JAYA,350,50,50,250,275
JAWA BARAT,KOTA DEPOK,CILODONG,350,50,50,250,275
JAWA BARAT,KOTA DEPOK,CIMANGGIS,350,50,50,250,275
JAWA BARAT,KOTA DEPOK,TAPOS,350,50,50,250,275
JAWA BARAT,KOTA DEPOK,BEJI,350,50,50,250,275
JAWA BARAT,KOTA DEPOK,LIMO,350,50,50,250,275
JAWA BARAT,KOTA DEPOK,CINERE,350,50,50,250,275
JAWA BARAT,KOTA CIMAHI,CIMAHI SELATAN,350,50,50,250,275
JAWA BARAT,KOTA CIMAHI,CIMAHI TENGAH,350,50,50,250,275
JAWA BARAT,KOTA CIMAHI,CIMAHI UTARA,350,50,50,250,275
JAWA BARAT,KOTA TASIKMALAYA,KAWALU,350,50,50,250,275
JAWA BARAT,KOTA TASIKMALAYA,TAMANSARI,350,50,50,250,275
JAWA BARAT,KOTA TASIKMALAYA,CIBEUREUM,350,50,100,250,275
JAWA BARAT,KOTA TASIKMALAYA,PURBARATU,350,50,50,250,275
JAWA BARAT,KOTA TASIKMALAYA,TAWANG,350,50,100,250,275
JAWA BARAT,KOTA TASIKMALAYA,CIHIDEUNG,350,50,50,250,275
JAWA BARAT,KOTA TASIKMALAYA,MANGKUBUMI,350,50,50,250,275
JAWA BARAT,KOTA TASIKMALAYA,INDIHIANG,350,50,50,250,275
JAWA BARAT,KOTA TASIKMALAYA,BUNGURSARI,350,50,50,250,275
JAWA BARAT,KOTA TASIKMALAYA,CIPEDES,350,50,50,250,275
JAWA BARAT,KOTA BANJAR,BANJAR,350,50,100,250,275
JAWA BARAT,KOTA BANJAR,LANGENSARI,350,50,50,250,275
JAWA BARAT,KOTA BANJAR,PATARUMAN,350,50,50,250,275
JAWA BARAT,KOTA BANJAR,PURWAHARJA,350,50,50,250,275
JAWA TENGAH,CILACAP,DAYEUHLUHUR,350,50,50,250,275
JAWA TENGAH,CILACAP,WANAREJA,350,50,50,250,275
JAWA TENGAH,CILACAP,MAJENANG,350,50,50,250,275
JAWA TENGAH,CILACAP,CIMANGGU,350,50,50,250,275
JAWA TENGAH,CILACAP,KARANGPUCUNG,350,50,50,250,275
JAWA TENGAH,CILACAP,CIPARI,350,50,50,250,275
JAWA TENGAH,CILACAP,SIDAREJA,350,50,50,250,275
JAWA TENGAH,CILACAP,KEDUNGREJA,350,50,50,250,275
JAWA TENGAH,CILACAP,PATIMUAN,350,50,50,250,275
JAWA TENGAH,CILACAP,GANDRUNGMANGU,350,50,50,250,275
JAWA TENGAH,CILACAP,BANTARSARI,350,50,50,250,275
JAWA TENGAH,CILACAP,KAWUNGANTEN,350,50,50,250,275
JAWA TENGAH,CILACAP,KAMPUNG LAUT,350,50,50,250,275
JAWA TENGAH,CILACAP,JERUKLEGI,350,75,50,300,250
JAWA TENGAH,CILACAP,KESUGIHAN,350,50,50,250,275
JAWA TENGAH,CILACAP,ADIPALA,350,50,50,250,275
JAWA TENGAH,CILACAP,MAOS,350,50,50,250,275
JAWA TENGAH,CILACAP,SAMPANG,350,50,50,250,275
JAWA TENGAH,CILACAP,KROYA,350,50,50,250,275
JAWA TENGAH,CILACAP,BINANGUN,350,50,50,250,275
JAWA TENGAH,CILACAP,NUSAWUNGU,350,50,50,250,275
JAWA TENGAH,CILACAP,CILACAP SELATAN,350,50,50,250,275
JAWA TENGAH,CILACAP,CILACAP TENGAH,350,75,50,300,250
JAWA TENGAH,CILACAP,CILACAP UTARA,350,50,50,250,275
JAWA TENGAH,BANYUMAS,LUMBIR,350,50,50,250,275
JAWA TENGAH,BANYUMAS,WANGON,350,50,50,250,275
JAWA TENGAH,BANYUMAS,JATILAWANG,350,50,50,250,275
JAWA TENGAH,BANYUMAS,RAWALO,350,50,50,250,275
JAWA TENGAH,BANYUMAS,KEBASEN,350,50,50,250,275
JAWA TENGAH,BANYUMAS,KEMRANJEN,350,50,50,250,275
JAWA TENGAH,BANYUMAS,SUMPIUH,350,50,50,250,275
JAWA TENGAH,BANYUMAS,TAMBAK,350,50,50,250,275
JAWA TENGAH,BANYUMAS,SOMAGEDE,350,50,50,250,275
JAWA TENGAH,BANYUMAS,KALIBAGOR,350,50,50,250,275
JAWA TENGAH,BANYUMAS,BANYUMAS,300,50,50,250,225
JAWA TENGAH,BANYUMAS,PATIKRAJA,300,50,50,250,225
JAWA TENGAH,BANYUMAS,PURWOJATI,350,50,50,250,275
JAWA TENGAH,BANYUMAS,AJIBARANG,300,50,50,250,225
JAWA TENGAH,BANYUMAS,GUMELAR,300,50,50,250,225
JAWA TENGAH,BANYUMAS,PEKUNCEN,300,50,50,250,225
JAWA TENGAH,BANYUMAS,CILONGOK,300,50,100,250,225
JAWA TENGAH,BANYUMAS,KARANGLEWAS,300,50,100,250,225
JAWA TENGAH,BANYUMAS,KEDUNG BANTENG,300,50,100,250,225
JAWA TENGAH,BANYUMAS,BATURRADEN,300,50,50,250,225
JAWA TENGAH,BANYUMAS,SUMBANG,350,50,100,250,275
JAWA TENGAH,BANYUMAS,KEMBARAN,300,50,50,250,225
JAWA TENGAH,BANYUMAS,SOKARAJA,300,50,50,250,225
JAWA TENGAH,BANYUMAS,PURWOKERTO SELATAN,300,50,50,250,225
JAWA TENGAH,BANYUMAS,PURWOKERTO BARAT,300,50,100,250,225
JAWA TENGAH,BANYUMAS,PURWOKERTO TIMUR,300,50,50,250,225
JAWA TENGAH,BANYUMAS,PURWOKERTO UTARA,300,50,100,250,225
JAWA TENGAH,PURBALINGGA,KEMANGKON,350,50,50,250,275
JAWA TENGAH,PURBALINGGA,BUKATEJA,300,50,50,250,225
JAWA TENGAH,PURBALINGGA,KEJOBONG,350,50,50,250,275
JAWA TENGAH,PURBALINGGA,PENGADEGAN,350,50,50,250,275
JAWA TENGAH,PURBALINGGA,KALIGONDANG,350,50,50,250,275
JAWA TENGAH,PURBALINGGA,PURBALINGGA,300,50,50,250,225
JAWA TENGAH,PURBALINGGA,KALIMANAH,350,50,50,250,275
JAWA TENGAH,PURBALINGGA,PADAMARA,300,50,50,250,225
JAWA TENGAH,PURBALINGGA,KUTASARI,300,50,50,250,225
JAWA TENGAH,PURBALINGGA,BOJONGSARI,300,50,50,250,225
JAWA TENGAH,PURBALINGGA,MREBET,300,50,50,250,225
JAWA TENGAH,PURBALINGGA,BOBOTSARI,300,50,50,250,225
JAWA TENGAH,PURBALINGGA,KARANGREJA,300,50,50,250,225
JAWA TENGAH,PURBALINGGA,KARANGJAMBU,300,50,50,250,225
JAWA TENGAH,PURBALINGGA,KARANGANYAR,300,50,50,250,225
JAWA TENGAH,PURBALINGGA,KERTANEGARA,300,50,50,250,225
JAWA TENGAH,PURBALINGGA,KARANGMONCOL,300,50,50,250,225
JAWA TENGAH,PURBALINGGA,REMBANG,350,50,50,250,275
JAWA TENGAH,BANJARNEGARA,SUSUKAN,350,50,50,250,275
JAWA TENGAH,BANJARNEGARA,PURWOREJO KLAMPOK,350,50,50,250,275
JAWA TENGAH,BANJARNEGARA,MANDIRAJA,350,50,50,250,275
JAWA TENGAH,BANJARNEGARA,PURWANEGARA,350,50,50,250,275
JAWA TENGAH,BANJARNEGARA,BAWANG,350,50,50,250,275
JAWA TENGAH,BANJARNEGARA,BANJARNEGARA,350,50,50,250,275
JAWA TENGAH,BANJARNEGARA,PAGEDONGAN,350,50,50,250,275
JAWA TENGAH,BANJARNEGARA,SIGALUH,350,50,50,250,275
JAWA TENGAH,BANJARNEGARA,MADUKARA,350,50,50,250,275
JAWA TENGAH,BANJARNEGARA,BANJARMANGU,350,50,50,250,275
JAWA TENGAH,BANJARNEGARA,WANADADI,350,50,50,250,275
JAWA TENGAH,BANJARNEGARA,RAKIT,350,50,50,250,275
JAWA TENGAH,BANJARNEGARA,PUNGGELAN,350,50,50,250,275
JAWA TENGAH,BANJARNEGARA,KARANGKOBAR,350,50,50,250,275
JAWA TENGAH,BANJARNEGARA,PAGENTAN,300,50,50,250,225
JAWA TENGAH,BANJARNEGARA,PEJAWARAN,250,50,50,250,175
JAWA TENGAH,BANJARNEGARA,BATUR,250,50,50,250,175
JAWA TENGAH,BANJARNEGARA,WANAYASA,300,50,50,250,225
JAWA TENGAH,BANJARNEGARA,KALIBENING,350,50,50,250,275
JAWA TENGAH,BANJARNEGARA,PANDANARUM,300,50,50,250,225
JAWA TENGAH,KEBUMEN,AYAH,300,50,50,250,225
JAWA TENGAH,KEBUMEN,BUAYAN,300,50,50,250,225
JAWA TENGAH,KEBUMEN,PURING,300,50,50,250,225
JAWA TENGAH,KEBUMEN,PETANAHAN,300,50,50,250,225
JAWA TENGAH,KEBUMEN,KLIRONG,300,50,50,250,225
JAWA TENGAH,KEBUMEN,BULUSPESANTREN,300,50,50,250,225
JAWA TENGAH,KEBUMEN,AMBAL,300,50,50,250,225
JAWA TENGAH,KEBUMEN,MIRIT,300,50,50,250,225
JAWA TENGAH,KEBUMEN,BONOROWO,300,50,50,250,225
JAWA TENGAH,KEBUMEN,PREMBUN,300,50,50,250,225
JAWA TENGAH,KEBUMEN,PADURESO,300,50,50,250,225
JAWA TENGAH,KEBUMEN,KUTOWINANGUN,300,50,50,250,225
JAWA TENGAH,KEBUMEN,ALIAN,300,50,50,250,225
JAWA TENGAH,KEBUMEN,PONCOWARNO,300,50,50,250,225
JAWA TENGAH,KEBUMEN,KEBUMEN,300,50,50,250,225
JAWA TENGAH,KEBUMEN,PEJAGOAN,300,50,50,250,225
JAWA TENGAH,KEBUMEN,SRUWENG,300,50,50,250,225
JAWA TENGAH,KEBUMEN,ADIMULYO,300,50,50,250,225
JAWA TENGAH,KEBUMEN,KUWARASAN,300,50,50,250,225
JAWA TENGAH,KEBUMEN,ROWOKELE,300,50,50,250,225
JAWA TENGAH,KEBUMEN,SEMPOR,300,50,50,250,225
JAWA TENGAH,KEBUMEN,GOMBONG,300,50,50,250,225
JAWA TENGAH,KEBUMEN,KARANGANYAR,300,50,50,250,225
JAWA TENGAH,KEBUMEN,KARANGGAYAM,300,50,50,250,225
JAWA TENGAH,KEBUMEN,SADANG,350,50,50,250,275
JAWA TENGAH,KEBUMEN,KARANGSAMBUNG,350,50,50,250,275
JAWA TENGAH,PURWOREJO,GRABAG,350,50,50,250,275
JAWA TENGAH,PURWOREJO,NGOMBOL,350,50,50,250,275
JAWA TENGAH,PURWOREJO,PURWODADI,350,50,50,250,275
JAWA TENGAH,PURWOREJO,BAGELEN,300,50,100,250,225
JAWA TENGAH,PURWOREJO,KALIGESING,300,50,50,250,225
JAWA TENGAH,PURWOREJO,PURWOREJO,300,50,50,250,225
JAWA TENGAH,PURWOREJO,BANYU URIP,300,50,50,250,225
JAWA TENGAH,PURWOREJO,BAYAN,300,50,50,250,225
JAWA TENGAH,PURWOREJO,KUTOARJO,300,50,50,250,225
JAWA TENGAH,PURWOREJO,BUTUH,300,50,50,250,225
JAWA TENGAH,PURWOREJO,PITURUH,300,50,100,250,225
JAWA TENGAH,PURWOREJO,KEMIRI,300,50,50,250,225
JAWA TENGAH,PURWOREJO,BRUNO,300,50,50,250,225
JAWA TENGAH,PURWOREJO,GEBANG,300,50,50,250,225
JAWA TENGAH,PURWOREJO,LOANO,300,50,50,250,225
JAWA TENGAH,PURWOREJO,BENER,300,50,50,250,225
JAWA TENGAH,WONOSOBO,WADASLINTANG,300,50,50,250,225
JAWA TENGAH,WONOSOBO,SAPURAN,300,50,50,250,225
JAWA TENGAH,WONOSOBO,KALIBAWANG,300,50,50,250,225
JAWA TENGAH,WONOSOBO,KALIWIRO,300,50,50,250,225
JAWA TENGAH,WONOSOBO,LEKSONO,300,50,50,250,225
JAWA TENGAH,WONOSOBO,SUKOHARJO,300,50,50,250,225
JAWA TENGAH,WONOSOBO,SELOMERTO,300,50,50,250,225
JAWA TENGAH,WONOSOBO,KALIKAJAR,300,50,50,250,225
JAWA TENGAH,WONOSOBO,KERTEK,300,50,50,250,225
JAWA TENGAH,WONOSOBO,WONOSOBO,300,50,50,250,225
JAWA TENGAH,WONOSOBO,WATUMALANG,300,50,50,250,225
JAWA TENGAH,WONOSOBO,MOJOTENGAH,300,50,50,250,225
JAWA TENGAH,WONOSOBO,GARUNG,300,50,50,250,225
JAWA TENGAH,WONOSOBO,KEJAJAR,300,50,50,250,225
JAWA TENGAH,WONOSOBO,KEPIL,300,50,50,250,225
JAWA TENGAH,MAGELANG,SALAMAN,350,50,50,250,275
JAWA TENGAH,MAGELANG,BOROBUDUR,350,50,50,250,275
JAWA TENGAH,MAGELANG,NGLUWAR,350,50,100,250,275
JAWA TENGAH,MAGELANG,SALAM,350,50,100,250,275
JAWA TENGAH,MAGELANG,SRUMBUNG,350,50,100,250,275
