Provinsi,Kabupaten,Kecamatan,Urea Tunggal (kg/ha),SP-36 (kg/ha),KCl (kg/ha),NPK 15-10-12 (kg/ha),Urea Majemuk (kg/ha)
JAWA TIMUR,SUMENEP,GILIGENTENG,350,50,50,250,275
JAWA TIMUR,SUMENEP,TALANGO,350,50,50,250,275
JAWA TIMUR,SUMENEP,KALIANGET,300,50,50,250,225
JAWA TIMUR,SUMENEP,KOTA SUMENEP,350,50,50,250,275
JAWA TIMUR,SUMENEP,BATUAN,350,50,50,250,275
JAWA TIMUR,SUMENEP,LENTENG,350,50,50,250,275
JAWA TIMUR,SUMENEP,GANDING,350,50,50,250,275
JAWA TIMUR,SUMENEP,GULUK GULUK,350,50,50,250,275
JAWA TIMUR,SUMENEP,PASONGSONGAN,300,50,100,250,225
JAWA TIMUR,SUMENEP,AMBUNTEN,350,50,100,250,275
JAWA TIMUR,SUMENEP,RUBARU,300,50,50,250,225
JAWA TIMUR,SUMENEP,DASUK,350,50,100,250,275
JAWA TIMUR,SUMENEP,MANDING,350,50,50,250,275
JAWA TIMUR,SUMENEP,BATUPUTIH,300,50,50,250,225
JAWA TIMUR,SUMENEP,GAPURA,350,50,50,250,275
JAWA TIMUR,SUMENEP,BATANG BATANG,300,50,50,250,225
JAWA TIMUR,SUMENEP,DUNGKEK,300,50,50,250,225
JAWA TIMUR,SUMENEP,NONGGUNONG,300,50,50,250,225
JAWA TIMUR,SUMENEP,GAYAM,300,50,50,250,225
JAWA TIMUR,SUMENEP,RAAS,300,50,50,250,225
JAWA TIMUR,SUMENEP,SAPEKEN,300,50,50,250,225
JAWA TIMUR,SUMENEP,ARJASA,350,50,50,250,275
JAWA TIMUR,SUMENEP,KANGAYAN,300,50,50,250,225
JAWA TIMUR,SUMENEP,MASALEMBU,300,50,50,250,225
JAWA TIMUR,KOTA KEDIRI,MOJOROTO,350,50,100,250,275
JAWA TIMUR,KOTA KEDIRI,KOTA KEDIRI,350,50,50,250,275
JAWA TIMUR,KOTA KEDIRI,PESANTREN,350,50,50,250,275
JAWA TIMUR,KOTA KEDIRI,SUKOREJO,350,50,50,250,275
JAWA TIMUR,KOTA KEDIRI,KEPANJENKIDUL,350,50,50,250,275
JAWA TIMUR,KOTA KEDIRI,SANANWETAN,350,50,50,250,275
JAWA TIMUR,KOTA MALANG,KEDUNGKANDANG,350,50,50,250,275
JAWA TIMUR,KOTA MALANG,SUKUN,350,50,50,250,275
JAWA TIMUR,KOTA MALANG,KLOJEN,350,50,50,250,275
JAWA TIMUR,KOTA MALANG,BLIMBING,350,50,50,250,275
JAWA TIMUR,KOTA MALANG,LOWOKWARU,350,50,50,250,275
JAWA TIMUR,KOTA PROBOLINGGO,KADEMANGAN,350,50,50,250,275
JAWA TIMUR,KOTA PROBOLINGGO,KEDOPOK,350,50,50,250,275
JAWA TIMUR,KOTA PROBOLINGGO,WONOASIH,350,50,50,250,275
JAWA TIMUR,KOTA PROBOLINGGO,MAYANGAN,350,50,50,250,275
JAWA TIMUR,KOTA PROBOLINGGO,KANIGARAN,350,50,50,250,275
JAWA TIMUR,KOTA PASURUAN,GADINGREJO,300,50,50,250,225
JAWA TIMUR,KOTA PASURUAN,PURWOREJO,300,50,50,250,225
JAWA TIMUR,KOTA PASURUAN,BUGUL KIDUL,300,50,50,250,225
JAWA TIMUR,KOTA PASURUAN,PANGGUNGREJO,300,50,50,250,225
JAWA TIMUR,KOTA MOJOKERTO,KRANGGAN,350,50,50,250,275
JAWA TIMUR,KOTA MOJOKERTO,PRAJURIT KULON,350,50,50,250,275
JAWA TIMUR,KOTA MOJOKERTO,MAGERSARI,350,50,50,250,275
JAWA TIMUR,KOTA MADIUN,MANGUNHARJO,350,50,50,250,275
JAWA TIMUR,KOTA MADIUN,TAMAN,350,50,100,250,275
JAWA TIMUR,KOTA MADIUN,KARTOHARJO,350,50,100,250,275
JAWA TIMUR,KOTA SURABAYA,KARANG PILANG,300,50,100,250,225
JAWA TIMUR,KOTA SURABAYA,JAMBANGAN,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,GAYUNGAN,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,WONOCOLO,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,TENGGILIS MEJOYO,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,GUNUNG ANYAR,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,RUNGKUT,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,SUKOLILO,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,MULYOREJO,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,GUBENG,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,WONOKROMO,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,DUKUH PAKIS,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,WIYUNG,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,LAKARSANTRI,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,SAMBIKEREP,300,50,100,250,225
JAWA TIMUR,KOTA SURABAYA,TANDES,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,SUKO MANUNGGAL,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,SAWAHAN,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,TEGALSARI,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,GENTENG,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,TAMBAKSARI,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,KENJERAN,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,BULAK,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,SIMOKERTO,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,SEMAMPIR,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,PABEAN CANTIAN,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,BUBUTAN,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,KREMBANGAN,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,ASEMROWO,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,BENOWO,300,50,50,250,225
JAWA TIMUR,KOTA SURABAYA,PAKAL,300,50,50,250,225
JAWA TIMUR,KOTA BATU,BATU,350,50,50,250,275
JAWA TIMUR,KOTA BATU,JUNREJO,350,50,50,250,275
JAWA TIMUR,KOTA BATU,BUMIAJI,350,50,50,250,275
